obsid,family,coordinate,fpma,fpmb,fpma_sigma,fpmb_sigma,difference_sigma,fpmb_over_fpma,status,uncertainty
10601308002,flux,0,1.7630888377404554e-11,1.699032263920104e-11,2.567871263969467e-13,2.5490721214085364e-13,-1.7703745629027619,0.9636679828893674,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,flux,1,5.165334504807461e-12,5.187373165966704e-12,1.3539370978348287e-13,1.3812299676470395e-13,0.11394485675715434,1.0042666474240403,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,flux,2,3.698867935688046e-12,3.787703058757929e-12,1.8645523756737463e-13,1.9561397832034918e-13,0.32872513761126043,1.0240168409941781,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,flux,3,3.0420458583736305e-12,3.0791133981853674e-12,2.968004553051316e-13,2.942234942891705e-13,0.08869508465131766,1.012185069370241,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,A,0,-10.753725804111099,-10.769798373980029,0.0063253325431355195,0.00651575593830631,-1.7699081740514446,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,A,1,-11.286901548512605,-11.285052508881138,0.01138372374308965,0.011563859664542332,0.11394909495769316,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,A,2,-11.4319311744499,-11.421624075338704,0.021892233571298842,0.02242891537425013,0.32885814496567756,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,A,3,-11.516834243311127,-11.511574316520871,0.04237240527146574,0.041498841871619535,0.08868660721161134,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,B,0,0.5969058060921295,0.5849753125778995,0.00865929913751651,0.008827914435674721,-0.9647895814027815,0.9800127702018221,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,B,1,0.17487593876885912,0.17860080138903564,0.004315105314884892,0.0044800038770218984,0.5988357281258165,1.0213000293030583,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,B,2,0.1252277082991337,0.13041028282988382,0.005591541725009582,0.00589098643558017,0.6380804055879467,1.041385206206684,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,B,3,0.10299054683987753,0.1060136032031811,0.009083528306110717,0.009118039356741266,0.23488304432114746,1.0293527557243054,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,C,0,-0.5331757444015055,-0.5152541349011104,0.012319145325300571,0.012540702696314205,1.0194743225302865,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,C,1,-0.08490306886122666,-0.08995024118216814,0.04599764224355265,0.04492026677813469,-0.07850244827111157,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
10601308002,C,2,-10.529631607397997,-10.536935912134984,0.007035723979760193,0.007243257838181422,-0.723353812657079,,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
30363002002,flux,0,4.250716528173881e-10,4.1257895555767595e-10,9.821167885178191e-13,9.911022310506704e-13,-8.953470722979041,0.9706103731525964,REVIEW,Statistical only; shared/relative calibration errors not included
30363002002,flux,1,2.2294853029860148e-10,2.1626344848631025e-10,7.22159576416825e-13,7.35703744648334e-13,-6.484644514927448,0.9700151339713354,REVIEW,Statistical only; shared/relative calibration errors not included
30363002002,flux,2,9.480759082797045e-11,9.196155876261714e-11,7.003204747340353e-13,7.239431755531903e-13,-2.8255608785600113,0.9699809683961121,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
30363002002,flux,3,3.202396200480851e-11,2.959486646842437e-11,6.576336075041933e-13,6.550265658015752e-13,-2.6170163051733697,0.9241475637518116,NO_3SIGMA_FLAG,Statistical only; shared/relative calibration errors not included
30363002002,A,0,-9.371537856301932,-9.384492927885555,0.0010034258906958192,0.0010432675349752209,-8.94993230489104,,REVIEW,Statistical only; shared/relative calibration errors not included
